Team,Position,Status,Height,Weight,College,Experience,Active,PositionCategory,Name,Age,ExperienceString,BirthDateString,HeightFeet,HeightInches,Salary
LV,S,Active,"6'4""",205,USC,1,True,DEF,Isaiah Pola-Mao,24.0,2nd Season,"June 30, 1999",6,4,"$787,500"
BUF,LB,Active,"6'1""",224,Baylor,1,True,DEF,Terrel Bernard,24.0,2nd Season,"May 7, 1999",6,1,"$1,260,748"
NO,LB,Active,"6'1""",241,TCU,2,True,DEF,Ty Summers,27.0,5th Season,"December 31, 1995",6,1,"$1,080,000"
JAX,CB,Injured Reserve,"5'10""",181,Rutgers,0,True,DEF,Christian Braswell,24.0,Rookie,"September 27, 1999",5,10,"$1,001,898"
WAS,S,Injured Reserve,"5'11""",200,Cincinnati,1,True,DEF,Darrick Forrest,24.0,3rd Season,"May 22, 1999",5,11,"$947,768"
NO,DT,Active,"6'4""",315,Fort Hays State,3,True,DEF,Nathan Shepherd,30.0,6th Season,"October 9, 1993",6,4,"$5,000,000"
WAS,CB,Active,"6'1""",205,Oklahoma State,1,True,DEF,Christian Holmes,26.0,2nd Season,"September 14, 1997",6,1,"$938,470"
CHI,DB,Active,"5'11""",200,California,1,True,DEF,Elijah Hicks,24.0,2nd Season,"October 16, 1999",5,11,"$934,252"
WAS,WR,Injured Reserve,"6'0""",190,Brigham Young,1,True,OFF,Dax Milne,24.0,3rd Season,"June 23, 1999",6,0,"$889,317"
NYG,WR,Injured Reserve,"6'3""",220,West Virginia,0,True,OFF,Bryce Ford-Wheaton,23.0,Rookie,"March 9, 2000",6,3,"$905,000"
JAX,WR,Injured Reserve,"5'11""",198,Tennessee-Martin,1,True,OFF,Jaylon Moore,26.0,2nd Season,"July 1, 1997",5,11,"$750,000"
CAR,DT,Active,"6'4""",290,Alabama,0,True,DEF,LaBryan Ray,20.0,1st Season,"December 6, 2003",6,4,"$750,000"
DAL,CB,Active,"5'11""",197,Auburn,2,True,DEF,Noah Igbinoghene,24.0,4th Season,"November 27, 1999",5,11,"$2,813,553"
NYJ,DL,Active,"6'4""",291,Maryland,4,True,DEF,Quinton Jefferson,30.0,8th Season,"March 31, 1993",6,4,"$3,600,000"
BAL,DT,Active,"6'3""",305,Texas A&M,2,True,DEF,Justin Madubuike,26.0,4th Season,"November 17, 1997",6,3,"$1,213,327"
GB,DL,Active,"6'3""",304,Georgia,1,True,DEF,Devonte Wyatt,25.0,2nd Season,"March 31, 1998",6,3,"$3,215,296"
DEN,DE,Active,"6'5""",285,Boston College,2,True,DEF,Zach Allen,26.0,5th Season,"August 20, 1997",6,5,"$15,250,000"
SEA,NT,Active,"6'3""",306,Alabama,4,True,DEF,Jarran Reed,31.0,8th Season,"December 16, 1992",6,3,"$4,500,000"
LV,LB,Active,"6'2""",228,Florida,0,True,DEF,Amari Burney,23.0,Rookie,"June 12, 2000",6,2,"$1,001,279"
LAR,DB,Active,"5'9""",180,TCU,0,True,DEF,Tre Tomlinson,23.0,Rookie,"January 10, 2000",5,9,"$1,009,963"
ATL,S,Active,"6'1""",200,Wake Forest,3,True,DEF,Jessie Bates III,26.0,6th Season,"February 26, 1997",6,1,"$16,005,000"
HOU,CB,Active,"6'0""",196,Toledo,2,True,DEF,Ka'dar Hollman,29.0,4th Season,"September 18, 1994",6,0,"$997,500"
HOU,DT,Active,"6'1""",308,Nebraska,1,True,DEF,Khalil Davis,27.0,3rd Season,"August 22, 1996",6,1,"$940,000"
BUF,S,Active,"6'0""",200,Pittsburgh,1,True,DEF,Damar Hamlin,25.0,3rd Season,"March 24, 1998",6,0,"$910,119"
IND,OT,Injured Reserve,"6'7""",302,Northern Michigan,0,True,OFF,Jake Witt,23.0,Rookie,"February 7, 2000",6,7,"$983,705"
MIN,DL,Active,"6'3""",307,Stanford,3,True,DEF,Harrison Phillips,27.0,6th Season,"January 25, 1996",6,3,"$6,500,000"
PIT,S,Active,"6'1""",207,Alabama,3,True,DEF,Minkah Fitzpatrick,27.0,6th Season,"November 17, 1996",6,1,"$18,403,059"
CIN,DT,Injured Reserve,"6'2""",297,Chattanooga,0,True,DEF,Devonnsha Maxwell,24.0,Rookie,"May 5, 1999",6,2,"$906,667"
GB,CB,Active,"5'11""",196,Washburn,2,True,DEF,Corey Ballentine,27.0,5th Season,"April 13, 1996",5,11,"$1,140,000"
BUF,DT,Injured Reserve,"6'4""",320,Penn State,5,True,DEF,DaQuan Jones,31.0,10th Season,"December 27, 1991",6,4,"$7,000,000"
WAS,CB,Active,"5'9""",190,Southern,3,True,DEF,Danny Johnson,28.0,6th Season,"November 17, 1995",5,9,"$2,500,000"
NO,CB,Active,"6'1""",199,Tennessee,1,True,DEF,Alontae Taylor,25.0,2nd Season,"December 3, 1998",6,1,"$1,801,175"
JAX,DL,Active,"6'4""",318,Auburn,4,True,DEF,Angelo Blackson,31.0,9th Season,"November 14, 1992",6,4,"$1,165,000"
CHI,LB,Active,"6'2""",234,Wisconsin,1,True,DEF,Jack Sanborn,23.0,2nd Season,"July 29, 2000",6,2,"$855,833"
LAC,S,Active,"6'1""",208,California,2,True,DEF,Jaylinn Hawkins,26.0,4th Season,"August 25, 1997",6,1,"$990,479"
LV,DE,Active,"6'2""",235,Nevada,2,True,DEF,Malik Reed,27.0,5th Season,"August 5, 1996",6,2,"$1,080,000"
WAS,DE,Injured Reserve,"6'6""",265,,3,True,DEF,Efe Obada,31.0,6th Season,"April 13, 1992",6,6,"$2,000,000"
BAL,S,Active,"6'1""",207,Utah,3,True,DEF,Marcus Williams,27.0,7th Season,"September 8, 1996",6,1,"$14,000,000"
HOU,LB,Active,"6'1""",237,Minnesota,2,True,DEF,Blake Cashman,27.0,5th Season,"May 10, 1996",6,1,"$705,773"
,CB,Inactive,"6'0""",200,Nebraska,2,False,DEF,Chris Jones,28.0,4th Season,"August 13, 1995",6,0,"$19,500,000"
ARI,CB,Injured Reserve,"5'11""",193,South Carolina,2,True,DEF,Rashad Fenton,26.0,5th Season,"February 17, 1997",5,11,"$1,232,500"
TB,S,Active,"5'9""",203,Minnesota,2,True,DEF,Antoine Winfield Jr.,25.0,4th Season,"August 16, 1998",5,9,"$1,826,796"
TEN,DT,Active,"6'1""",305,Oregon State,4,True,DEF,Kyle Peko,30.0,8th Season,"July 23, 1993",6,1,"$1,080,000"
TEN,LB,Active,"6'3""",243,Nebraska,2,True,DEF,Luke Gifford,28.0,5th Season,"August 28, 1995",6,3,"$2,000,000"
JAX,LB,Injured Reserve,"6'0""",221,Florida,0,True,DEF,Ventrell Miller,24.0,Rookie,"January 15, 1999",6,0,"$1,144,234"
CAR,DE,Injured Reserve,"6'6""",300,Stanford,4,True,DEF,Henry Anderson,32.0,9th Season,"August 3, 1991",6,6,"$1,317,500"
SF,WR,Injured Reserve,"6'0""",200,Southern Methodist,1,True,OFF,Danny Gray,24.0,2nd Season,"April 1, 1999",6,0,"$1,261,227"
BUF,DE,Active,"6'4""",260,Syracuse,1,True,DEF,Kingsley Jonathan,25.0,2nd Season,"April 28, 1998",6,4,"$929,250"
NE,DB,Active,"6'1""",210,Texas,1,True,DEF,Brenden Schooler,26.0,2nd Season,"May 30, 1997",6,1,"$858,333"
LAR,DE,Active,"6'5""",275,Weber State,1,True,DEF,Jonah Williams,28.0,3rd Season,"August 17, 1995",6,5,"$882,500"
IND,DT,Active,"6'7""",295,Oregon,4,True,DEF,DeForest Buckner,29.0,8th Season,"March 17, 1994",6,7,"$21,000,000"
,G,Inactive,"6'4""",315,Ohio State,1,False,OFF,Wyatt Davis,24.0,3rd Season,"February 17, 1999",6,4,"$940,000"
GB,LB,Active,"6'5""",272,Iowa,0,True,DEF,Lukas Van Ness,22.0,Rookie,"July 6, 2001",6,5,"$4,347,023"
BUF,G,Active,"6'5""",325,Texas A&M,4,True,OFF,Germain Ifedi,29.0,8th Season,"June 2, 1994",6,5,"$1,165,000"
MIN,CB,Active,"5'11""",205,Georgia Southern,0,True,DEF,NaJee Thompson,23.0,Rookie,"July 7, 2000",5,11,"$898,333"
LV,DE,Active,"6'6""",275,Texas Tech,0,True,DEF,Tyree Wilson,23.0,Rookie,"May 20, 2000",6,6,"$6,251,374"
NE,CB,Active,"6'1""",195,Ohio State,1,True,DEF,Shaun Wade,25.0,3rd Season,"September 16, 1998",6,1,"$949,391"
LAR,LB,Active,"6'2""",230,South Dakota State,1,True,DEF,Christian Rozeboom,26.0,3rd Season,"January 30, 1997",6,2,"$823,333"
MIN,OLB,Active,"6'5""",263,LSU,4,True,DEF,Danielle Hunter,29.0,9th Season,"October 29, 1994",6,5,"$17,000,000"
MIA,DB,Injured Reserve,"5'10""",190,Western Carolina,3,True,DEF,Keion Crossen,27.0,6th Season,"April 17, 1996",5,10,"$3,150,000"
BUF,CB,Active,"6'2""",209,West Virginia,3,True,DEF,Rasul Douglas,28.0,7th Season,"August 29, 1995",6,2,"$7,000,000"
ATL,OLB,Injured Reserve,"6'4""",268,Notre Dame,1,True,DEF,Adetokunbo Ogundeji,25.0,3rd Season,"October 9, 1998",6,4,"$930,038"
PHI,DT,Active,"6'2""",307,USC,1,True,DEF,Marlon Tuipulotu,24.0,3rd Season,"May 31, 1999",6,2,"$918,979"
MIA,DB,Active,"5'11""",200,Northern Iowa,2,True,DEF,Elijah Campbell,28.0,4th Season,"August 24, 1995",5,11,"$1,010,000"
TEN,S,Active,"5'11""",205,Clemson,2,True,DEF,K'Von Wallace,26.0,4th Season,"July 25, 1997",5,11,"$1,000,278"
BAL,DB,Active,"6'1""",210,West Virginia,4,True,DEF,Daryl Worley,28.0,8th Season,"February 22, 1995",6,1,"$1,165,000"
IND,CB,Active,"6'0""",199,Alabama,2,True,DEF,Tony Brown,28.0,5th Season,"July 13, 1995",6,0,"$1,232,500"
NE,DL,Injured Reserve,"6'3""",310,Washington State,2,True,DEF,Daniel Ekuale,29.0,5th Season,"January 13, 1994",6,3,"$1,700,000"
CLE,DT,Active,"6'2""",288,Illinois State,4,True,DEF,Shelby Harris,32.0,9th Season,"August 11, 1991",6,2,"$3,500,000"
DEN,OT,Injured Reserve,"6'6""",314,Illinois,0,True,OFF,Alex Palczewski,24.0,Rookie,"August 3, 1999",6,6,"$905,000"
TEN,OLB,Active,"6'4""",259,Pittsburgh,1,True,DEF,Rashad Weaver,26.0,3rd Season,"November 10, 1997",6,4,"$1,034,916"
PIT,DT,Active,"6'3""",305,Charlotte,3,True,DEF,Larry Ogunjobi,29.0,7th Season,"June 3, 1994",6,3,"$9,583,333"
PHI,LB,Active,"6'2""",248,Tulane,1,True,DEF,Patrick Johnson,24.0,3rd Season,"January 10, 1999",6,2,"$896,469"
LV,DT,Active,"6'3""",313,Delaware,3,True,DEF,Bilal Nichols,27.0,6th Season,"September 14, 1996",6,3,"$5,500,000"
HOU,DE,Active,"6'3""",263,Florida,2,True,DEF,Jonathan Greenard,26.0,4th Season,"May 25, 1997",6,3,"$1,146,056"
DEN,S,Active,"6'2""",202,Boston College,4,True,DEF,Justin Simmons,30.0,8th Season,"November 19, 1993",6,2,"$15,250,000"
NE,CB,Injured Reserve,"6'2""",205,Jackson State,0,True,DEF,Isaiah Bolden,24.0,Rookie,"December 16, 1999",6,2,"$980,421"
BAL,S,Active,"6'4""",220,Notre Dame,1,True,DEF,Kyle Hamilton,22.0,2nd Season,"March 16, 2001",6,4,"$4,063,771"
LV,DT,Active,"6'2""",315,Arizona State,0,True,DEF,Nesta Jade Silvera,23.0,Rookie,"January 23, 2000",6,2,"$985,176"
HOU,C,Injured Reserve,"6'3""",310,UCLA,3,True,OFF,Scott Quessenberry,28.0,6th Season,"March 23, 1995",6,3,"$2,100,000"
,ILB,Inactive,"6'1""",240,Iowa State,5,False,DEF,A.J. Klein,32.0,11th Season,"July 30, 1991",6,1,"$1,317,500"
NYG,OLB,Active,"6'3""",240,Georgia,1,True,DEF,Azeez Ojulari,23.0,3rd Season,"June 16, 2000",6,3,"$1,693,727"
PHI,DE,Active,"6'2""",265,Michigan,7,True,DEF,Brandon Graham,35.0,14th Season,"April 3, 1988",6,2,"$5,000,000"
GB,LB,Active,"6'3""",240,Iowa,2,True,DEF,Kristian Welch,25.0,4th Season,"May 24, 1998",6,3,"$1,010,000"
DEN,CB,Injured Reserve,"5'9""",185,Pittsburgh,4,True,DEF,K'Waun Williams,32.0,9th Season,"July 12, 1991",5,9,"$2,600,000"
CAR,DT,Active,"6'1""",295,Clemson,2,True,DEF,DeShawn Williams,30.0,5th Season,"December 29, 1992",6,1,"$1,750,000"
PHI,LB,Active,"6'2""",231,Michigan State,0,True,DEF,Ben VanSumeren,23.0,Rookie,"May 5, 2000",6,2,"$750,000"
CIN,CB,Active,"5'9""",184,Mississippi,3,True,DEF,Mike Hilton,29.0,7th Season,"March 9, 1994",5,9,"$6,000,000"
SF,DE,Active,"6'5""",264,Ohio State,2,True,DEF,Chase Young,24.0,4th Season,"April 14, 1999",6,5,"$8,640,899"
DET,LB,Active,"6'3""",235,Saginaw Valley State,0,True,DEF,Trevor Nowaske,25.0,Rookie,"November 7, 1998",6,3,"$750,000"
CIN,OT,Injured Reserve,"6'7""",310,Georgia Tech,0,True,OFF,Devin Cochran,25.0,1st Season,"July 17, 1998",6,7,"$750,000"
LV,LB,Active,"6'0""",228,Oklahoma,1,True,DEF,Curtis Bolton,27.0,3rd Season,"December 18, 1995",6,0,"$1,010,000"
TB,NT,Active,"6'4""",347,Washington,3,True,DEF,Vita Vea,28.0,6th Season,"February 5, 1995",6,4,"$17,750,000"
LAR,DE,Active,"6'3""",252,Toledo,0,True,DEF,Desjuan Johnson,24.0,Rookie,"September 2, 1999",6,3,"$979,444"
NO,DB,Active,"6'0""",202,Mississippi State,3,True,DEF,J.T. Gray,27.0,6th Season,"January 18, 1996",6,0,"$3,366,667"
NE,LB,Active,"6'2""",255,Hawaii,2,True,DEF,Jahlani Tavai,27.0,5th Season,"September 28, 1996",6,2,"$2,200,000"
PIT,DL,Active,"6'4""",309,Wisconsin,0,True,DEF,Keeanu Benton,22.0,Rookie,"July 17, 2001",6,4,"$1,833,281"
ARI,RB,Active,"5'8""",201,North Carolina,1,True,OFF,Michael Carter,24.0,3rd Season,"May 7, 1999",5,8,"$952,232"
GB,CB,Active,"6'0""",189,Kentucky,0,True,DEF,Carrington Valentine,22.0,Rookie,"September 9, 2001",6,0,"$985,176"
MIN,LB,Active,"6'2""",230,Utah State,4,True,DEF,Nick Vigil,30.0,8th Season,"August 20, 1993",6,2,"$1,165,000"
TB,WR,Injured Reserve,"6'0""",184,LSU,3,True,OFF,Russell Gage,27.0,6th Season,"January 22, 1996",6,0,"$10,000,000"
SEA,LB,Injured Reserve,"5'11""",228,North Carolina State,0,True,DEF,Drake Thomas,23.0,Rookie,"February 25, 2000",5,11,"$903,333"
LAC,S,Active,"6'1""",205,James Madison,3,True,DEF,Dean Marlowe,31.0,7th Season,"July 25, 1992",6,1,"$1,080,000"
PHI,S,Injured Reserve,"6'0""",199,Texas A&M,2,True,DEF,Justin Evans,28.0,5th Season,"August 26, 1995",6,0,"$1,590,000"
LAC,DL,Active,"6'4""",320,UCLA,1,True,DEF,Otito Ogbonnia,23.0,2nd Season,"August 25, 2000",6,4,"$994,720"
BAL,OLB,Non Football Injury,"6'3""",250,Houston,3,True,DEF,Tyus Bowser,28.0,7th Season,"May 23, 1995",6,3,"$5,500,000"
DET,LB,Active,"6'3""",238,Florida,3,True,DEF,Alex Anzalone,29.0,7th Season,"September 22, 1994",6,3,"$6,100,000"
LAC,G,Injured Reserve,"6'5""",300,South Carolina,1,True,OFF,Zack Bailey,28.0,3rd Season,"November 8, 1995",6,5,
IND,WR,Injured Reserve,"6'2""",215,Malone,2,True,OFF,Ashton Dulin,26.0,5th Season,"May 15, 1997",6,2,"$3,600,000"
DAL,CB,Active,"6'0""",197,Fresno State,1,True,DEF,DaRon Bland,24.0,2nd Season,"July 12, 1999",6,0,"$991,197"
SF,CB,Active,"6'0""",190,South Alabama,0,True,DEF,Darrell Luter Jr.,23.0,Rookie,"April 24, 2000",6,0,"$1,038,378"
DEN,ILB,Active,"6'5""",233,Arkansas,0,True,DEF,Drew Sanders,21.0,Rookie,"December 31, 2001",6,5,"$1,433,682"
DET,TE,Injured Reserve,"6'4""",240,Minnesota State-Mankato,1,True,OFF,Shane Zylstra,27.0,2nd Season,"November 16, 1996",6,4,"$940,000"
KC,CB,Active,"5'11""",193,Washington,1,True,DEF,Trent McDuffie,22.0,2nd Season,"February 28, 2001",5,11,"$3,498,121"
SF,DL,Active,"6'7""",290,Oregon,4,True,DEF,Arik Armstead,30.0,9th Season,"November 15, 1993",6,7,"$17,000,000"
CIN,LB,Active,"6'0""",238,Oklahoma State,1,True,DEF,Devin Harper,25.0,2nd Season,"May 13, 1998",6,0,"$959,380"
NO,DE,Active,"6'4""",277,Tennessee,2,True,DEF,Kyle Phillips,26.0,4th Season,"May 5, 1997",6,4,"$1,010,000"
SEA,CB,Active,"6'0""",187,Miami (FL),4,True,DEF,Artie Burns,28.0,8th Season,"May 1, 1995",6,0,"$1,080,000"
ARI,CB,Injured Reserve,"6'4""",205,Norfolk State,2,True,DEF,Bobby Price,25.0,4th Season,"April 25, 1998",6,4,"$1,010,000"
PIT,LB,Active,"6'4""",242,Charlotte,2,True,DEF,Alex Highsmith,26.0,4th Season,"August 7, 1997",6,4,"$17,000,000"
,LB,Inactive,"6'1""",235,Miami (FL),0,False,DEF,Caleb Johnson,25.0,Rookie,"July 14, 1998",6,1,"$810,667"
CHI,CB,Active,"5'11""",190,Mississippi,1,True,DEF,Jaylon Jones,26.0,2nd Season,"October 14, 1997",5,11,"$854,167"
DET,DL,Injured Reserve,"6'2""",315,North Carolina State,1,True,DEF,Alim McNeill,23.0,3rd Season,"May 11, 2000",6,2,"$1,282,297"
NE,DB,Active,"6'1""",198,Maryland,3,True,DEF,J.C. Jackson,28.0,6th Season,"November 17, 1995",6,1,"$16,500,000"
LAR,OLB,Active,"6'3""",235,Appalachian State,0,True,DEF,Nick Hampton,23.0,Rookie,"April 5, 2000",6,3,"$1,034,776"
BAL,CB,Active,"5'11""",195,Temple,2,True,DEF,Rock Ya-Sin,27.0,5th Season,"May 23, 1996",5,11,"$4,000,000"
DEN,DL,Active,"6'5""",295,Lindenwood,1,True,DEF,Jonathan Harris,27.0,3rd Season,"August 4, 1996",6,5,"$952,500"
PIT,TE,Active,"6'4""",235,Tennessee-Martin,0,True,OFF,Rodney Williams,25.0,1st Season,"April 8, 1998",6,4,"$832,500"
CAR,CB,Active,"6'1""",200,South Carolina,1,True,DEF,Jaycee Horn,24.0,3rd Season,"November 26, 1999",6,1,"$5,278,037"
BAL,DT,Active,"6'4""",338,Connecticut,1,True,DEF,Travis Jones,24.0,2nd Season,"October 15, 1999",6,4,"$1,325,491"
BAL,CB,Active,"6'1""",197,Alabama,1,True,DEF,Jalyn Armour-Davis,24.0,2nd Season,"September 3, 1999",6,1,"$1,105,082"
PHI,LB,Injured Reserve,"5'11""",231,Georgia,1,True,DEF,Nakobe Dean,23.0,2nd Season,"December 13, 2000",5,11,"$1,301,160"
HOU,DE,Active,"6'5""",248,Cincinnati,1,True,DEF,Myjai Sanders,25.0,2nd Season,"July 12, 1998",6,5,"$1,261,227"
ARI,ILB,Active,"6'0""",225,Auburn,0,True,DEF,Owen Pappoe,23.0,Rookie,"September 29, 2000",6,0,"$1,021,244"
PIT,CB,Active,"6'2""",193,Penn State,0,True,DEF,Joey Porter Jr.,23.0,Rookie,"July 26, 2000",6,2,"$2,404,586"
LAC,DB,Active,"5'10""",185,Wake Forest,1,True,DEF,Ja'Sir Taylor,24.0,2nd Season,"January 8, 1999",5,10,"$948,003"
ATL,WR,Injured Reserve,"6'0""",200,Kentucky,0,True,OFF,Josh Ali,24.0,1st Season,"March 3, 1999",6,0,"$832,500"
LAR,ILB,Active,"6'3""",245,Delaware,2,True,DEF,Troy Reeder,29.0,5th Season,"September 13, 1994",6,3,"$1,080,000"
IND,G,Injured Reserve,"6'4""",301,Ball State,2,True,OFF,Danny Pinter,27.0,4th Season,"June 19, 1996",6,4,"$910,925"
LAR,DB,Active,"6'0""",204,Oklahoma State,0,True,DEF,Jason Taylor II,23.0,Rookie,"December 30, 1999",6,0,"$984,508"
IND,CB,Injured Reserve,"6'1""",196,Pittsburg State (KS),1,True,DEF,Dallis Flowers,26.0,2nd Season,"June 4, 1997",6,1,"$855,000"
ATL,S,Active,"6'0""",196,Tennessee,1,True,DEF,Micah Abernathy,26.0,2nd Season,"February 10, 1997",6,0,"$870,000"
MIN,G,Active,"6'7""",315,Oregon State,1,True,OFF,Blake Brandel,26.0,3rd Season,"January 23, 1997",6,7,"$940,000"
CAR,S,Active,"6'3""",220,Southern Illinois,2,True,DEF,Jeremy Chinn,25.0,4th Season,"February 26, 1998",6,3,"$1,310,368"
BUF,CB,Active,"5'11""",192,Weber State,3,True,DEF,Taron Johnson,27.0,6th Season,"July 27, 1996",5,11,"$8,000,000"
DET,QB,Injured Reserve,"6'6""",230,Indiana,3,True,OFF,Nate Sudfeld,30.0,7th Season,"October 7, 1993",6,6,"$1,600,000"
TEN,DB,Active,"5'8""",174,Louisiana-Lafayette,0,True,DEF,Eric Garror,23.0,Rookie,"March 31, 2000",5,8,"$750,000"
ATL,OLB,Active,"6'5""",252,Georgia,3,True,DEF,Lorenzo Carter,28.0,6th Season,"December 10, 1995",6,5,"$4,500,000"
IND,CB,Active,"6'2""",203,Texas A&M,0,True,DEF,Jaylon Jones,21.0,Rookie,"April 3, 2002",6,2,"$854,167"
TEN,RB,Injured Reserve,"6'2""",228,Michigan,1,True,OFF,Hassan Haskins,24.0,2nd Season,"November 26, 1999",6,2,"$1,088,055"
JAX,DE,Active,"6'4""",285,Oklahoma State,0,True,DEF,Tyler Lacy,24.0,Rookie,"November 10, 1999",6,4,"$1,131,781"
IND,DE,Active,"6'3""",265,Michigan,1,True,DEF,Kwity Paye,25.0,3rd Season,"November 19, 1998",6,3,"$3,411,208"
NYG,DL,Active,"6'5""",315,Oregon,0,True,DEF,Jordon Riley,25.0,Rookie,"May 19, 1998",6,5,"$980,942"
DAL,CB,Active,"6'0""",197,Southern Mississippi,0,True,DEF,Eric Scott Jr.,24.0,Rookie,"August 7, 1999",6,0,"$1,014,576"
TB,S,Active,"5'10""",200,Rutgers,0,True,DEF,Christian Izien,23.0,Rookie,"June 8, 2000",5,10,"$901,667"
NO,S,Active,"5'9""",201,Oregon,2,True,DEF,Ugo Amadi,26.0,5th Season,"May 16, 1997",5,9,"$1,080,000"
CIN,S,Active,"5'11""",200,Penn State,2,True,DEF,Nick Scott,28.0,5th Season,"May 17, 1995",5,11,"$4,000,000"
SF,DT,Active,"6'5""",319,South Carolina,2,True,DEF,Javon Kinlaw,26.0,4th Season,"October 3, 1997",6,5,"$3,872,173"
NYG,S,Active,"6'0""",201,Alabama,2,True,DEF,Xavier McKinney,25.0,4th Season,"August 8, 1998",6,0,"$2,097,762"
LAC,OLB,Active,"6'4""",250,Lane College,0,True,DEF,Andrew Farmer,23.0,Rookie,"April 19, 2000",6,4,
WAS,LB,Injured Reserve,"6'0""",245,Arkansas,1,True,DEF,De'Jon Harris,26.0,2nd Season,"November 1, 1997",6,0,"$660,000"
MIA,CB,Active,"6'1""",196,Texas-El Paso,2,True,DEF,Nik Needham,27.0,5th Season,"November 4, 1996",6,1,"$1,825,000"
CLE,LB,Active,"6'1""",235,Northwestern,3,True,DEF,Anthony Walker Jr.,28.0,7th Season,"August 8, 1995",6,1,"$1,232,500"
HOU,OT,Active,"6'8""",311,North Carolina,2,True,OFF,Charlie Heck,27.0,4th Season,"November 20, 1996",6,8,"$1,001,426"
ARI,OL,Active,"6'3""",309,San Diego State,2,True,OFF,Keith Ismael,25.0,4th Season,"July 25, 1998",6,3,"$940,000"
BUF,RB,Non Football Injury,"5'9""",196,North Carolina State,3,True,OFF,Nyheim Hines,27.0,6th Season,"November 12, 1996",5,9,"$4,500,000"
CAR,CB,Active,"6'0""",198,Central Florida,3,True,DEF,Shaquill Griffin,28.0,7th Season,"July 20, 1995",6,0,"$3,500,000"
BAL,OLB,Active,"6'6""",258,Mississippi,0,True,DEF,Tavius Robinson,24.0,Rookie,"January 3, 1999",6,6,"$1,140,141"
ARI,OLB,Active,"6'0""",232,Sioux Falls,3,True,DEF,Dennis Gardeck,29.0,6th Season,"August 9, 1994",6,0,"$3,333,333"
LV,DE,Active,"6'3""",250,Buffalo,1,True,DEF,Malcolm Koonce,25.0,3rd Season,"June 6, 1998",6,3,"$1,249,490"
CLE,CB,Active,"5'11""",191,Northwestern,0,True,DEF,Cameron Mitchell,22.0,Rookie,"September 8, 2001",5,11,"$1,044,308"
MIN,S,Active,"6'2""",211,Notre Dame,6,True,DEF,Harrison Smith,34.0,12th Season,"February 2, 1989",6,2,"$16,000,000"
CHI,LB,Active,"6'1""",242,Wisconsin,2,True,DEF,T.J. Edwards,27.0,5th Season,"August 12, 1996",6,1,"$6,500,000"
BUF,S,Active,"6'0""",208,Washington,2,True,DEF,Taylor Rapp,25.0,5th Season,"December 22, 1997",6,0,"$1,770,000"
DAL,S,Active,"6'2""",212,Ohio State,3,True,DEF,Malik Hooker,27.0,7th Season,"April 2, 1996",6,2,"$7,000,000"
CAR,S,Active,"5'11""",200,Louisiana Tech,3,True,DEF,Xavier Woods,28.0,7th Season,"July 26, 1995",5,11,"$5,000,000"
BAL,LS,Non Football Injury,"6'2""",260,Georgia,1,True,ST,Nick Moore,31.0,3rd Season,"December 9, 1992",6,2,"$1,247,500"
BUF,DT,Active,"6'3""",313,Virginia Tech,3,True,DEF,Tim Settle,26.0,6th Season,"July 11, 1997",6,3,"$4,500,000"
NE,OT,Injured Reserve,"6'6""",320,Stony Brook,1,True,OFF,Tyrone Wheatley Jr.,26.0,2nd Season,"February 4, 1997",6,6,"$750,000"
JAX,LB,Active,"6'2""",220,Houston Christian,1,True,DEF,Caleb Johnson,25.0,3rd Season,"July 28, 1998",6,2,"$810,667"
TEN,DT,Active,"6'3""",316,Iowa,3,True,DEF,Jaleel Johnson,29.0,7th Season,"July 12, 1994",6,3,"$1,080,000"
CHI,LB,Active,"6'2""",253,Oregon,0,True,DEF,Noah Sewell,21.0,Rookie,"April 26, 2002",6,2,"$1,041,237"
HOU,DE,Non Football Injury,"6'4""",275,TCU,0,True,DEF,Dylan Horton,23.0,Rookie,"August 21, 2000",6,4,"$1,160,259"
BAL,NT,Active,"6'0""",355,Samford,3,True,DEF,Michael Pierce,31.0,7th Season,"November 6, 1992",6,0,"$5,500,000"
DET,CB,Injured Reserve,"5'11""",195,Tennessee,3,True,DEF,Emmanuel Moseley,27.0,6th Season,"March 25, 1996",5,11,"$6,000,000"
CLE,S,Active,"6'0""",205,Virginia,2,True,DEF,Juan Thornhill,28.0,5th Season,"October 19, 1995",6,0,"$7,000,000"
DAL,S,Active,"6'4""",215,Clemson,4,True,DEF,Jayron Kearse,29.0,8th Season,"February 11, 1994",6,4,"$5,000,000"
CAR,OT,Active,"6'5""",289,North Carolina A&T,0,True,OFF,Ricky Lee,24.0,Rookie,"November 16, 1999",6,5,"$900,000"
DEN,S,Injured Reserve,"6'1""",207,Texas,1,True,DEF,Caden Sterns,24.0,3rd Season,"November 2, 1999",6,1,"$952,647"
KC,CB,Active,"6'3""",193,Fayetteville State,1,True,DEF,Joshua Williams,24.0,2nd Season,"October 17, 1999",6,3,"$1,081,565"
DEN,DL,Active,"6'5""",302,Rice,0,True,DEF,Elijah Garcia,25.0,1st Season,"March 11, 1998",6,5,"$853,333"
GB,LB,Active,"6'4""",241,Georgia,1,True,DEF,Quay Walker,23.0,2nd Season,"May 8, 2000",6,4,"$3,460,410"
